benchmark,size,backend,run,timestamp,compile_time_seconds,status,error
minimal_points,N: 64,mp_spdz,1,2026-04-22T12:20:01Z,0.765420,ok,
minimal_points,N: 64,mp_spdz,2,2026-04-22T12:20:01Z,0.772573,ok,
minimal_points,N: 64,mp_spdz,3,2026-04-22T12:20:02Z,0.756630,ok,
minimal_points,N: 64,mp_spdz,4,2026-04-22T12:20:03Z,0.758511,ok,
minimal_points,N: 64,mp_spdz,5,2026-04-22T12:20:04Z,0.758214,ok,
minimal_points,N: 64,mp_spdz,6,2026-04-22T12:20:04Z,0.758411,ok,
minimal_points,N: 64,mp_spdz,7,2026-04-22T12:20:05Z,0.755641,ok,
minimal_points,N: 64,mp_spdz,8,2026-04-22T12:20:06Z,0.818968,ok,
minimal_points,N: 64,mp_spdz,9,2026-04-22T12:20:07Z,0.850116,ok,
minimal_points,N: 64,mp_spdz,10,2026-04-22T12:20:08Z,0.824717,ok,
minimal_points,N: 128,motion,1,2026-04-22T12:20:08Z,1.071019,ok,
minimal_points,N: 128,motion,2,2026-04-22T12:20:10Z,1.061958,ok,
minimal_points,N: 128,motion,3,2026-04-22T12:20:11Z,1.053453,ok,
minimal_points,N: 128,motion,4,2026-04-22T12:20:12Z,1.054929,ok,
minimal_points,N: 128,motion,5,2026-04-22T12:20:13Z,1.099197,ok,
minimal_points,N: 128,motion,6,2026-04-22T12:20:14Z,1.056103,ok,
minimal_points,N: 128,motion,7,2026-04-22T12:20:15Z,1.072091,ok,
minimal_points,N: 128,motion,8,2026-04-22T12:20:16Z,1.062198,ok,
minimal_points,N: 128,motion,9,2026-04-22T12:20:17Z,1.081530,ok,
minimal_points,N: 128,motion,10,2026-04-22T12:20:18Z,1.070077,ok,
minimal_points,N: 128,mp_spdz,1,2026-04-22T12:20:19Z,0.869465,ok,
minimal_points,N: 128,mp_spdz,2,2026-04-22T12:20:20Z,1.016269,ok,
minimal_points,N: 128,mp_spdz,3,2026-04-22T12:20:21Z,0.787813,ok,
minimal_points,N: 128,mp_spdz,4,2026-04-22T12:20:22Z,0.754432,ok,
minimal_points,N: 128,mp_spdz,5,2026-04-22T12:20:23Z,0.810584,ok,
minimal_points,N: 128,mp_spdz,6,2026-04-22T12:20:23Z,1.059853,ok,
minimal_points,N: 128,mp_spdz,7,2026-04-22T12:20:24Z,0.783548,ok,
minimal_points,N: 128,mp_spdz,8,2026-04-22T12:20:25Z,0.786731,ok,
minimal_points,N: 128,mp_spdz,9,2026-04-22T12:20:26Z,0.792192,ok,
minimal_points,N: 128,mp_spdz,10,2026-04-22T12:20:27Z,1.051272,ok,
minimal_points,N: 256,motion,1,2026-04-22T12:20:28Z,1.087132,ok,
minimal_points,N: 256,motion,2,2026-04-22T12:20:29Z,1.104572,ok,
minimal_points,N: 256,motion,3,2026-04-22T12:20:30Z,1.356116,ok,
minimal_points,N: 256,motion,4,2026-04-22T12:20:31Z,1.069514,ok,
minimal_points,N: 256,motion,5,2026-04-22T12:20:32Z,1.099687,ok,
minimal_points,N: 256,motion,6,2026-04-22T12:20:34Z,1.383999,ok,
minimal_points,N: 256,motion,7,2026-04-22T12:20:35Z,1.083988,ok,
minimal_points,N: 256,motion,8,2026-04-22T12:20:36Z,1.090344,ok,
minimal_points,N: 256,motion,9,2026-04-22T12:20:37Z,1.090007,ok,
minimal_points,N: 256,motion,10,2026-04-22T12:20:38Z,1.065006,ok,
minimal_points,N: 256,mp_spdz,1,2026-04-22T12:20:39Z,0.792894,ok,
minimal_points,N: 256,mp_spdz,2,2026-04-22T12:20:40Z,0.775628,ok,
minimal_points,N: 256,mp_spdz,3,2026-04-22T12:20:41Z,0.790657,ok,
minimal_points,N: 256,mp_spdz,4,2026-04-22T12:20:42Z,0.781490,ok,
minimal_points,N: 256,mp_spdz,5,2026-04-22T12:20:42Z,0.786414,ok,
minimal_points,N: 256,mp_spdz,6,2026-04-22T12:20:43Z,0.778450,ok,
minimal_points,N: 256,mp_spdz,7,2026-04-22T12:20:44Z,0.784229,ok,
minimal_points,N: 256,mp_spdz,8,2026-04-22T12:20:45Z,0.793622,ok,
minimal_points,N: 256,mp_spdz,9,2026-04-22T12:20:46Z,0.806907,ok,
minimal_points,N: 256,mp_spdz,10,2026-04-22T12:20:46Z,0.791745,ok,
mnist_relu,"16, 512",motion,1,2026-04-22T12:20:47Z,0.180624,ok,
mnist_relu,"16, 512",motion,2,2026-04-22T12:20:47Z,0.179491,ok,
mnist_relu,"16, 512",motion,3,2026-04-22T12:20:48Z,0.185100,ok,
mnist_relu,"16, 512",motion,4,2026-04-22T12:20:48Z,0.178264,ok,
mnist_relu,"16, 512",motion,5,2026-04-22T12:20:48Z,0.179458,ok,
mnist_relu,"16, 512",motion,6,2026-04-22T12:20:48Z,0.177961,ok,
mnist_relu,"16, 512",motion,7,2026-04-22T12:20:48Z,0.178277,ok,
mnist_relu,"16, 512",motion,8,2026-04-22T12:20:48Z,0.180613,ok,
mnist_relu,"16, 512",motion,9,2026-04-22T12:20:49Z,0.176684,ok,
mnist_relu,"16, 512",motion,10,2026-04-22T12:20:49Z,0.200537,ok,
mnist_relu,"16, 512",mp_spdz,1,2026-04-22T12:20:49Z,0.185768,ok,
mnist_relu,"16, 512",mp_spdz,2,2026-04-22T12:20:49Z,0.186128,ok,
mnist_relu,"16, 512",mp_spdz,3,2026-04-22T12:20:49Z,0.178201,ok,
mnist_relu,"16, 512",mp_spdz,4,2026-04-22T12:20:50Z,0.177542,ok,
mnist_relu,"16, 512",mp_spdz,5,2026-04-22T12:20:50Z,0.176344,ok,
mnist_relu,"16, 512",mp_spdz,6,2026-04-22T12:20:50Z,0.181510,ok,
mnist_relu,"16, 512",mp_spdz,7,2026-04-22T12:20:50Z,0.185684,ok,
mnist_relu,"16, 512",mp_spdz,8,2026-04-22T12:20:50Z,0.180329,ok,
mnist_relu,"16, 512",mp_spdz,9,2026-04-22T12:20:51Z,0.186521,ok,
mnist_relu,"16, 512",mp_spdz,10,2026-04-22T12:20:51Z,0.205809,ok,
mnist_relu,"16, 2048",motion,1,2026-04-22T12:20:51Z,0.444976,ok,
mnist_relu,"16, 2048",motion,2,2026-04-22T12:20:51Z,0.482972,ok,
mnist_relu,"16, 2048",motion,3,2026-04-22T12:20:52Z,0.433217,ok,
mnist_relu,"16, 2048",motion,4,2026-04-22T12:20:52Z,0.428918,ok,
mnist_relu,"16, 2048",motion,5,2026-04-22T12:20:53Z,0.433941,ok,
mnist_relu,"16, 2048",motion,6,2026-04-22T12:20:53Z,0.435918,ok,
mnist_relu,"16, 2048",motion,7,2026-04-22T12:20:54Z,0.434424,ok,
mnist_relu,"16, 2048",motion,8,2026-04-22T12:20:54Z,0.438503,ok,
mnist_relu,"16, 2048",motion,9,2026-04-22T12:20:55Z,0.429344,ok,
mnist_relu,"16, 2048",motion,10,2026-04-22T12:20:55Z,0.449929,ok,
mnist_relu,"16, 2048",mp_spdz,1,2026-04-22T12:20:55Z,0.418799,ok,
mnist_relu,"16, 2048",mp_spdz,2,2026-04-22T12:20:56Z,0.439590,ok,
mnist_relu,"16, 2048",mp_spdz,3,2026-04-22T12:20:56Z,0.451076,ok,
mnist_relu,"16, 2048",mp_spdz,4,2026-04-22T12:20:57Z,0.452068,ok,
mnist_relu,"16, 2048",mp_spdz,5,2026-04-22T12:20:57Z,0.456807,ok,
mnist_relu,"16, 2048",mp_spdz,6,2026-04-22T12:20:58Z,0.457420,ok,
mnist_relu,"16, 2048",mp_spdz,7,2026-04-22T12:20:58Z,0.467332,ok,
mnist_relu,"16, 2048",mp_spdz,8,2026-04-22T12:20:59Z,0.420276,ok,
mnist_relu,"16, 2048",mp_spdz,9,2026-04-22T12:20:59Z,0.413847,ok,
mnist_relu,"16, 2048",mp_spdz,10,2026-04-22T12:21:00Z,0.475863,ok,
psi,"SA: 128, SB: 128",motion,1,2026-04-22T12:21:00Z,0.099425,ok,
psi,"SA: 128, SB: 128",motion,2,2026-04-22T12:21:00Z,0.070732,ok,
psi,"SA: 128, SB: 128",motion,3,2026-04-22T12:21:00Z,0.071644,ok,
psi,"SA: 128, SB: 128",motion,4,2026-04-22T12:21:00Z,0.070783,ok,
psi,"SA: 128, SB: 128",motion,5,2026-04-22T12:21:00Z,0.072065,ok,
psi,"SA: 128, SB: 128",motion,6,2026-04-22T12:21:00Z,0.071907,ok,
psi,"SA: 128, SB: 128",motion,7,2026-04-22T12:21:00Z,0.070977,ok,
psi,"SA: 128, SB: 128",motion,8,2026-04-22T12:21:01Z,0.072008,ok,
psi,"SA: 128, SB: 128",motion,9,2026-04-22T12:21:01Z,0.070267,ok,
psi,"SA: 128, SB: 128",motion,10,2026-04-22T12:21:01Z,0.073131,ok,
psi,"SA: 128, SB: 128",mp_spdz,1,2026-04-22T12:21:01Z,0.083184,ok,
psi,"SA: 128, SB: 128",mp_spdz,2,2026-04-22T12:21:01Z,0.086336,ok,
psi,"SA: 128, SB: 128",mp_spdz,3,2026-04-22T12:21:01Z,0.084285,ok,
psi,"SA: 128, SB: 128",mp_spdz,4,2026-04-22T12:21:01Z,0.083982,ok,
psi,"SA: 128, SB: 128",mp_spdz,5,2026-04-22T12:21:01Z,0.082952,ok,
psi,"SA: 128, SB: 128",mp_spdz,6,2026-04-22T12:21:01Z,0.084679,ok,
psi,"SA: 128, SB: 128",mp_spdz,7,2026-04-22T12:21:01Z,0.084035,ok,
psi,"SA: 128, SB: 128",mp_spdz,8,2026-04-22T12:21:01Z,0.084641,ok,
psi,"SA: 128, SB: 128",mp_spdz,9,2026-04-22T12:21:01Z,0.086429,ok,
psi,"SA: 128, SB: 128",mp_spdz,10,2026-04-22T12:21:02Z,0.087458,ok,
psi,"SA: 1024, SB: 1024",motion,1,2026-04-22T12:21:02Z,0.086421,ok,
psi,"SA: 1024, SB: 1024",motion,2,2026-04-22T12:21:02Z,0.085042,ok,
psi,"SA: 1024, SB: 1024",motion,3,2026-04-22T12:21:02Z,0.085106,ok,
psi,"SA: 1024, SB: 1024",motion,4,2026-04-22T12:21:02Z,0.084559,ok,
psi,"SA: 1024, SB: 1024",motion,5,2026-04-22T12:21:02Z,0.084368,ok,
psi,"SA: 1024, SB: 1024",motion,6,2026-04-22T12:21:02Z,0.105433,ok,
psi,"SA: 1024, SB: 1024",motion,7,2026-04-22T12:21:02Z,0.084370,ok,
psi,"SA: 1024, SB: 1024",motion,8,2026-04-22T12:21:02Z,0.085140,ok,
psi,"SA: 1024, SB: 1024",motion,9,2026-04-22T12:21:02Z,0.082420,ok,
psi,"SA: 1024, SB: 1024",motion,10,2026-04-22T12:21:02Z,0.082390,ok,
psi,"SA: 1024, SB: 1024",mp_spdz,1,2026-04-22T12:21:02Z,0.092676,ok,
psi,"SA: 1024, SB: 1024",mp_spdz,2,2026-04-22T12:21:03Z,0.094691,ok,
psi,"SA: 1024, SB: 1024",mp_spdz,3,2026-04-22T12:21:03Z,0.092863,ok,
psi,"SA: 1024, SB: 1024",mp_spdz,4,2026-04-22T12:21:03Z,0.092531,ok,
psi,"SA: 1024, SB: 1024",mp_spdz,5,2026-04-22T12:21:03Z,0.091716,ok,
psi,"SA: 1024, SB: 1024",mp_spdz,6,2026-04-22T12:21:03Z,0.093348,ok,
psi,"SA: 1024, SB: 1024",mp_spdz,7,2026-04-22T12:21:03Z,0.096995,ok,
psi,"SA: 1024, SB: 1024",mp_spdz,8,2026-04-22T12:21:03Z,0.093240,ok,
psi,"SA: 1024, SB: 1024",mp_spdz,9,2026-04-22T12:21:03Z,0.099827,ok,
psi,"SA: 1024, SB: 1024",mp_spdz,10,2026-04-22T12:21:03Z,0.097230,ok,
